periode;maindealercode;maindealername;soff;sales_to_ahass;quantityinunitofentry;unrestricteduse;targetsalesamic;bufferstock
44638;R5Z;ASTRA MOTOR SAMARINDA;H800;5253;477;6510;6368;8852
43482;K0Z;ASTRA MOTOR SEMARANG;H350;4147;2437;5619;8649;8181
44141;G01;ASTRA MOTOR PALEMBANG;H600;6705;738;1615;5811;4010
42600;G01;ASTRA MOTOR PALEMBANG;H600;3172;7768;7157;7874;5757
42889;W01;ASTRA MOTOR MAKASSAR;H760;5481;7497;3765;2929;552
43267;G01;ASTRA MOTOR PALEMBANG;H600;7369;2274;6732;3966;3637
42717;N02;ASTRA MOTOR MATARAM;H530;4028;827;9122;9596;1314
43067;K0Z;ASTRA MOTOR SEMARANG;H350;4904;9986;1521;9859;9390
43501;G01;ASTRA MOTOR PALEMBANG;H600;9887;715;8607;27;1851
44336;N01;ASTRA MOTOR DENPASAR;H540;5465;5907;3549;4571;8436
44208;G01;ASTRA MOTOR PALEMBANG;H600;1026;9871;9496;875;3875
43968;K0Z;ASTRA MOTOR SEMARANG;H350;8520;2750;6377;4566;2838
42436;W01;ASTRA MOTOR MAKASSAR;H760;2999;5378;9892;1764;3699
43316;G02;ASTRA MOTOR BENGKULU;H650;7847;9477;8416;4799;8205
43077;N01;ASTRA MOTOR DENPASAR;H540;114;3510;4321;4298;1539
44206;L01;ASTRA MOTOR YOGYAKARTA;H360;6246;3334;5401;865;757
43374;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5000;5791;2463;9943;663
44736;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5935;7361;3012;8780;1125
45177;K0Z;ASTRA MOTOR SEMARANG;H350;5125;7992;6791;6354;112
43409;G01;ASTRA MOTOR PALEMBANG;H600;9429;1804;9823;9570;7273
42930;R5Z;ASTRA MOTOR SAMARINDA;H800;4246;4865;9518;1345;7398
43294;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3324;8556;2113;8203;201
44879;N01;ASTRA MOTOR DENPASAR;H540;6822;4285;8693;6781;5710
42025;Z11;ASTRA MOTOR JAYAPURA;H790;8360;2651;6703;9077;5627
43891;N02;ASTRA MOTOR MATARAM;H530;8513;6836;5578;5237;6069
43636;L01;ASTRA MOTOR YOGYAKARTA;H360;7318;2847;1990;1788;8812
42444;G01;ASTRA MOTOR PALEMBANG;H600;1995;4352;5610;6442;1580
43659;G02;ASTRA MOTOR BENGKULU;H650;1325;5442;3907;3503;4293
43130;N02;ASTRA MOTOR MATARAM;H530;7612;1646;6507;3137;2344
42928;G01;ASTRA MOTOR PALEMBANG;H600;5681;5717;4679;9558;4128
42421;W01;ASTRA MOTOR MAKASSAR;H760;6953;2862;7071;5052;1530
45078;R5Z;ASTRA MOTOR SAMARINDA;H800;300;7406;7438;7924;8591
42454;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7521;8277;8873;9681;674
43295;G01;ASTRA MOTOR PALEMBANG;H600;4273;1592;3711;2676;9667
43558;N02;ASTRA MOTOR MATARAM;H530;3325;9151;6200;3507;740
43894;N01;ASTRA MOTOR DENPASAR;H540;5982;747;9870;6779;3978
42985;L01;ASTRA MOTOR YOGYAKARTA;H360;9168;4384;2767;6791;3132
45048;L01;ASTRA MOTOR YOGYAKARTA;H360;427;8591;7710;9964;1506
42492;G02;ASTRA MOTOR BENGKULU;H650;8351;122;558;6179;173
45092;Z11;ASTRA MOTOR JAYAPURA;H790;4109;1985;6340;6627;6729
42697;L01;ASTRA MOTOR YOGYAKARTA;H360;6603;7757;4141;761;2421
42340;K0Z;ASTRA MOTOR SEMARANG;H350;2348;8203;2409;1705;2927
44186;R5Z;ASTRA MOTOR SAMARINDA;H800;7834;6372;9312;152;76
42658;K0Z;ASTRA MOTOR SEMARANG;H350;6718;4260;465;3428;8036
44191;Q01;ASTRA MOTOR PONTIANAK;H720;7948;9321;7498;6235;5051
44782;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5542;4798;1413;5200;6294
42621;Z11;ASTRA MOTOR JAYAPURA;H790;5720;5487;6964;8650;4399
45253;L01;ASTRA MOTOR YOGYAKARTA;H360;5340;3895;5497;7876;491
44989;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6476;698;7201;6640;2638
42169;K0Z;ASTRA MOTOR SEMARANG;H350;7488;9168;5650;6448;3600
42301;R5Z;ASTRA MOTOR SAMARINDA;H800;5224;3641;6412;8814;4518
43316;K0Z;ASTRA MOTOR SEMARANG;H350;8514;6138;3747;1782;256
43732;N01;ASTRA MOTOR DENPASAR;H540;6771;1713;3464;6920;5011
44594;Z11;ASTRA MOTOR JAYAPURA;H790;4252;2926;5219;2729;382
42735;R5Z;ASTRA MOTOR SAMARINDA;H800;3035;4225;5333;6407;2
43447;R5Z;ASTRA MOTOR SAMARINDA;H800;7873;5786;616;9268;8421
43985;G02;ASTRA MOTOR BENGKULU;H650;3070;2339;3204;7409;5579
43202;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6905;8861;355;2291;2718
42789;Z11;ASTRA MOTOR JAYAPURA;H790;7338;6759;6970;2001;5048
44657;W01;ASTRA MOTOR MAKASSAR;H760;1389;8744;6791;9946;161
44547;L01;ASTRA MOTOR YOGYAKARTA;H360;4175;4832;5675;8565;954
44065;N02;ASTRA MOTOR MATARAM;H530;8623;1714;878;7894;8454
44186;N01;ASTRA MOTOR DENPASAR;H540;7900;2724;6509;2388;9819
44273;G02;ASTRA MOTOR BENGKULU;H650;1244;853;6740;7176;9582
42915;G02;ASTRA MOTOR BENGKULU;H650;1177;1452;6770;1801;226
43642;Q01;ASTRA MOTOR PONTIANAK;H720;1005;1756;877;4491;284
42092;K0Z;ASTRA MOTOR SEMARANG;H350;5374;4137;6937;7474;615
44825;N01;ASTRA MOTOR DENPASAR;H540;618;2014;6542;8212;4921
43525;R5Z;ASTRA MOTOR SAMARINDA;H800;1029;7501;807;3401;5873
42873;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9357;8423;6319;9827;4584
42943;N02;ASTRA MOTOR MATARAM;H530;2946;7464;9898;9181;8894
43063;N01;ASTRA MOTOR DENPASAR;H540;4932;8084;4843;4005;1247
45179;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1278;9628;3106;3270;7295
43327;L01;ASTRA MOTOR YOGYAKARTA;H360;1194;6349;4306;3069;5012
42111;Z11;ASTRA MOTOR JAYAPURA;H790;59;9892;9544;5496;7971
43017;L01;ASTRA MOTOR YOGYAKARTA;H360;7644;3373;3906;2214;474
42142;N02;ASTRA MOTOR MATARAM;H530;8375;691;1934;9327;8592
43087;G01;ASTRA MOTOR PALEMBANG;H600;9442;5735;5623;4975;8881
42743;L01;ASTRA MOTOR YOGYAKARTA;H360;5310;1854;9337;412;7551
42307;N02;ASTRA MOTOR MATARAM;H530;7409;5649;1169;3628;8735
43329;W01;ASTRA MOTOR MAKASSAR;H760;9584;4200;3176;2255;1695
44886;N01;ASTRA MOTOR DENPASAR;H540;7137;3715;339;6593;5526
44965;N02;ASTRA MOTOR MATARAM;H530;1086;4917;2270;721;5365
44203;N02;ASTRA MOTOR MATARAM;H530;9966;7966;9745;4470;8200
44907;K0Z;ASTRA MOTOR SEMARANG;H350;5865;5007;8303;1749;9217
43309;N01;ASTRA MOTOR DENPASAR;H540;511;1565;9333;8370;2558
42592;W01;ASTRA MOTOR MAKASSAR;H760;9251;8270;2803;4916;9049
44062;Z11;ASTRA MOTOR JAYAPURA;H790;4722;4504;5278;3418;3056
42852;L01;ASTRA MOTOR YOGYAKARTA;H360;7686;564;7222;6288;9769
42684;L01;ASTRA MOTOR YOGYAKARTA;H360;9157;1507;8710;4319;293
44899;N02;ASTRA MOTOR MATARAM;H530;2192;3732;9077;2292;2283
43475;W01;ASTRA MOTOR MAKASSAR;H760;740;9306;4055;4994;6888
45027;R5Z;ASTRA MOTOR SAMARINDA;H800;7922;4399;4731;6759;205
44009;L01;ASTRA MOTOR YOGYAKARTA;H360;3426;9527;8704;7876;6556
42037;N01;ASTRA MOTOR DENPASAR;H540;3303;5003;851;6107;9543
43782;L01;ASTRA MOTOR YOGYAKARTA;H360;5841;1480;9654;7200;7833
44081;Q01;ASTRA MOTOR PONTIANAK;H720;511;8383;9118;6960;4904
45261;G01;ASTRA MOTOR PALEMBANG;H600;7848;4468;4297;1354;9518
42786;Q01;ASTRA MOTOR PONTIANAK;H720;9550;4881;497;4779;6535
44163;L01;ASTRA MOTOR YOGYAKARTA;H360;7752;4907;7130;36;4159
43023;K0Z;ASTRA MOTOR SEMARANG;H350;3176;8024;5179;2074;3448
43331;L01;ASTRA MOTOR YOGYAKARTA;H360;6597;2911;5094;2492;1493
42137;G02;ASTRA MOTOR BENGKULU;H650;3679;3694;9785;7358;2592
43304;L01;ASTRA MOTOR YOGYAKARTA;H360;1384;6899;312;4256;7659
43183;G01;ASTRA MOTOR PALEMBANG;H600;2220;6716;1105;5960;8549
43695;K0Z;ASTRA MOTOR SEMARANG;H350;7129;8940;9501;3047;344
42792;N01;ASTRA MOTOR DENPASAR;H540;9878;6282;50;1717;4615
45066;Q01;ASTRA MOTOR PONTIANAK;H720;794;4365;1493;9951;9063
45234;K0Z;ASTRA MOTOR SEMARANG;H350;2505;6318;7124;7752;9121
42519;K0Z;ASTRA MOTOR SEMARANG;H350;4552;6806;3505;5817;5363
42924;K0Z;ASTRA MOTOR SEMARANG;H350;8855;2765;3629;1585;4190
44939;G01;ASTRA MOTOR PALEMBANG;H600;4598;6879;9732;8110;7319
42227;R5Z;ASTRA MOTOR SAMARINDA;H800;5948;8856;6242;7522;2320
43812;K0Z;ASTRA MOTOR SEMARANG;H350;5979;4633;8989;8935;5995
44563;N01;ASTRA MOTOR DENPASAR;H540;4768;9811;1929;5177;5471
44526;W01;ASTRA MOTOR MAKASSAR;H760;8875;7526;2343;5607;3222
44407;N02;ASTRA MOTOR MATARAM;H530;7898;2912;3913;4045;7350
42971;Z11;ASTRA MOTOR JAYAPURA;H790;8354;4032;1405;2925;9787
44954;Q01;ASTRA MOTOR PONTIANAK;H720;742;2147;9845;4518;1058
44811;G01;ASTRA MOTOR PALEMBANG;H600;9107;4103;509;2938;1153
44018;Q01;ASTRA MOTOR PONTIANAK;H720;1644;4149;28;1985;1072
42386;N02;ASTRA MOTOR MATARAM;H530;5138;1008;6349;7352;6948
42769;N01;ASTRA MOTOR DENPASAR;H540;932;5642;1873;2084;4366
45150;R5Z;ASTRA MOTOR SAMARINDA;H800;5337;2051;4119;7106;6131
43943;G02;ASTRA MOTOR BENGKULU;H650;4330;4679;3942;3071;7307
44291;Q01;ASTRA MOTOR PONTIANAK;H720;5723;2282;172;8599;6135
42791;G01;ASTRA MOTOR PALEMBANG;H600;9121;4887;9567;5434;2669
42490;G02;ASTRA MOTOR BENGKULU;H650;2415;3294;1268;1811;1389
44849;R5Z;ASTRA MOTOR SAMARINDA;H800;9234;9239;4886;5395;546
42536;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8402;8155;6194;7332;9868
44089;L01;ASTRA MOTOR YOGYAKARTA;H360;1832;422;9061;6809;8070
42051;G02;ASTRA MOTOR BENGKULU;H650;2435;9435;4807;4210;8236
42874;L01;ASTRA MOTOR YOGYAKARTA;H360;2250;4611;402;9237;5803
43474;G02;ASTRA MOTOR BENGKULU;H650;2714;4813;5085;9778;6085
44108;N02;ASTRA MOTOR MATARAM;H530;8005;4942;1250;5604;6241
43730;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5503;6330;1723;6639;5808
42351;W01;ASTRA MOTOR MAKASSAR;H760;7413;4638;7635;10000;8841
44994;N02;ASTRA MOTOR MATARAM;H530;2230;4610;9588;7177;7177
44851;R5Z;ASTRA MOTOR SAMARINDA;H800;1952;1080;9057;4626;3141
42443;L01;ASTRA MOTOR YOGYAKARTA;H360;662;2094;5508;9128;3103
42163;G02;ASTRA MOTOR BENGKULU;H650;7684;6124;297;7559;7882
43630;G02;ASTRA MOTOR BENGKULU;H650;742;6942;4749;6305;2755
42450;W01;ASTRA MOTOR MAKASSAR;H760;3896;879;6593;2755;6633
44336;N02;ASTRA MOTOR MATARAM;H530;2982;4565;9719;6943;8767
43927;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1780;2196;5230;4697;2356
43970;K0Z;ASTRA MOTOR SEMARANG;H350;2634;7161;5440;5520;5820
42920;G01;ASTRA MOTOR PALEMBANG;H600;8095;9519;4626;309;3062
42037;N01;ASTRA MOTOR DENPASAR;H540;1587;3355;8642;803;9617
43611;K0Z;ASTRA MOTOR SEMARANG;H350;6794;422;5751;9269;7973
42259;L01;ASTRA MOTOR YOGYAKARTA;H360;7273;8078;4054;6517;5581
44653;G01;ASTRA MOTOR PALEMBANG;H600;2490;8890;529;1283;8816
42632;N02;ASTRA MOTOR MATARAM;H530;6377;5867;1981;7249;2270
42860;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1507;5831;613;4693;7923
43764;G01;ASTRA MOTOR PALEMBANG;H600;1983;9292;1647;7626;926
44985;L01;ASTRA MOTOR YOGYAKARTA;H360;9745;7063;5818;126;5013
44890;R5Z;ASTRA MOTOR SAMARINDA;H800;6930;9065;6097;7597;271
44097;K0Z;ASTRA MOTOR SEMARANG;H350;4039;9419;4831;6203;5919
42011;Z11;ASTRA MOTOR JAYAPURA;H790;3917;1175;762;5980;2897
44025;W01;ASTRA MOTOR MAKASSAR;H760;5369;9434;7369;7977;2793
42240;G02;ASTRA MOTOR BENGKULU;H650;8181;3886;6397;2075;297
44025;Q01;ASTRA MOTOR PONTIANAK;H720;9130;1941;1500;2564;6227
43768;K0Z;ASTRA MOTOR SEMARANG;H350;9463;6269;6085;5087;6235
44256;G01;ASTRA MOTOR PALEMBANG;H600;394;6174;5410;1976;7926
44165;L01;ASTRA MOTOR YOGYAKARTA;H360;4999;1287;9189;4579;2174
44202;W01;ASTRA MOTOR MAKASSAR;H760;472;3399;5525;3331;5267
42261;N01;ASTRA MOTOR DENPASAR;H540;9870;9384;3672;9370;4632
43670;Q01;ASTRA MOTOR PONTIANAK;H720;368;4700;4673;7691;3000
44165;Z11;ASTRA MOTOR JAYAPURA;H790;8130;7660;3318;1997;2362
44588;G02;ASTRA MOTOR BENGKULU;H650;1935;5039;2251;9109;1598
45088;Q01;ASTRA MOTOR PONTIANAK;H720;3174;961;1485;9193;2982
44638;N02;ASTRA MOTOR MATARAM;H530;835;5071;5449;8605;8536
44478;N02;ASTRA MOTOR MATARAM;H530;7756;2143;9430;6849;3260
42400;L01;ASTRA MOTOR YOGYAKARTA;H360;2103;2144;3677;8030;3146
43884;W01;ASTRA MOTOR MAKASSAR;H760;4813;6532;1191;9691;9686
42315;G02;ASTRA MOTOR BENGKULU;H650;6616;5558;1637;8305;8536
44656;Z11;ASTRA MOTOR JAYAPURA;H790;1320;684;8562;5906;8138
42199;N02;ASTRA MOTOR MATARAM;H530;4689;7765;40;1732;9915
44608;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5604;8840;263;5068;7659
42556;G02;ASTRA MOTOR BENGKULU;H650;5225;5348;6805;4730;414
42530;Q01;ASTRA MOTOR PONTIANAK;H720;4438;4027;4478;2562;143
43555;G01;ASTRA MOTOR PALEMBANG;H600;8445;4118;9510;9587;7284
42988;R5Z;ASTRA MOTOR SAMARINDA;H800;5108;5631;1665;2224;6852
42789;N01;ASTRA MOTOR DENPASAR;H540;2404;7845;1377;770;7549
45108;W01;ASTRA MOTOR MAKASSAR;H760;808;8542;8108;5240;976
44858;W01;ASTRA MOTOR MAKASSAR;H760;1694;2055;1462;6546;8610
44191;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9307;153;1351;4056;2651
43073;G02;ASTRA MOTOR BENGKULU;H650;7316;3130;3625;7583;1422
42828;Q01;ASTRA MOTOR PONTIANAK;H720;6901;9646;3696;641;7386
42405;W01;ASTRA MOTOR MAKASSAR;H760;7830;1301;9561;5790;3383
44361;G02;ASTRA MOTOR BENGKULU;H650;8377;7514;8413;7359;5834
42111;Q01;ASTRA MOTOR PONTIANAK;H720;7190;3564;1356;794;5220
44388;K0Z;ASTRA MOTOR SEMARANG;H350;2222;4577;5843;8721;6977
44976;K0Z;ASTRA MOTOR SEMARANG;H350;417;7876;3947;5054;2805
43997;N01;ASTRA MOTOR DENPASAR;H540;9441;3204;125;6937;3413
43491;G02;ASTRA MOTOR BENGKULU;H650;5404;6817;2633;8992;1705
43850;Z11;ASTRA MOTOR JAYAPURA;H790;7410;7194;5409;7342;7514
44577;N02;ASTRA MOTOR MATARAM;H530;2530;7586;8297;8280;1460
42701;G01;ASTRA MOTOR PALEMBANG;H600;1751;7647;5596;1204;3999
43145;N01;ASTRA MOTOR DENPASAR;H540;5928;1562;6823;868;2451
43195;Z11;ASTRA MOTOR JAYAPURA;H790;3983;6552;3579;889;6575
44821;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4288;6323;6778;9417;4076
43911;R5Z;ASTRA MOTOR SAMARINDA;H800;2838;4922;1516;7983;4643
43258;Q01;ASTRA MOTOR PONTIANAK;H720;4373;9212;835;3389;6596
44955;W01;ASTRA MOTOR MAKASSAR;H760;7868;7704;2153;6829;2551
45039;R5Z;ASTRA MOTOR SAMARINDA;H800;7147;4362;9020;4107;2832
44182;G02;ASTRA MOTOR BENGKULU;H650;2879;5444;6417;182;9722
42405;N02;ASTRA MOTOR MATARAM;H530;8252;2178;2508;6149;7843
44736;N02;ASTRA MOTOR MATARAM;H530;8738;7060;1893;3500;5671
43022;G02;ASTRA MOTOR BENGKULU;H650;7242;7738;186;1771;7028
44941;N01;ASTRA MOTOR DENPASAR;H540;5238;3232;3601;1353;3356
43103;Z11;ASTRA MOTOR JAYAPURA;H790;8134;5894;6674;2493;5062
42427;N02;ASTRA MOTOR MATARAM;H530;3730;7760;6893;4528;5429
43793;K0Z;ASTRA MOTOR SEMARANG;H350;6779;4939;8216;2889;3868
44859;L01;ASTRA MOTOR YOGYAKARTA;H360;3301;2007;3404;5880;4417
43284;G01;ASTRA MOTOR PALEMBANG;H600;2492;2797;885;9253;3638
42209;G02;ASTRA MOTOR BENGKULU;H650;9923;1632;5959;3696;7670
43612;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7977;3081;1605;9701;2270
42749;N01;ASTRA MOTOR DENPASAR;H540;3600;1906;6674;8563;3538
45145;L01;ASTRA MOTOR YOGYAKARTA;H360;7262;4975;1039;8602;2792
43242;K0Z;ASTRA MOTOR SEMARANG;H350;7621;2913;5743;4034;3652
45181;G01;ASTRA MOTOR PALEMBANG;H600;4199;5099;3287;5763;5289
44022;W01;ASTRA MOTOR MAKASSAR;H760;2804;490;8051;2708;2272
44859;R5Z;ASTRA MOTOR SAMARINDA;H800;5702;9841;7309;9029;397
42551;Z11;ASTRA MOTOR JAYAPURA;H790;5802;3917;206;4702;1739
42037;Q01;ASTRA MOTOR PONTIANAK;H720;8439;8166;6146;3795;6949
42669;K0Z;ASTRA MOTOR SEMARANG;H350;5614;8704;4366;8747;6019
44256;R5Z;ASTRA MOTOR SAMARINDA;H800;4773;8183;7393;4987;1209
43355;R5Z;ASTRA MOTOR SAMARINDA;H800;4421;2550;3403;1928;7379
42276;Z11;ASTRA MOTOR JAYAPURA;H790;5356;1478;3293;3380;4745
42442;R5Z;ASTRA MOTOR SAMARINDA;H800;3206;6472;1417;2733;7426
44376;K0Z;ASTRA MOTOR SEMARANG;H350;7699;3446;4287;6354;5314
42525;K0Z;ASTRA MOTOR SEMARANG;H350;3523;6695;7585;9034;4309
43605;Z11;ASTRA MOTOR JAYAPURA;H790;6912;6714;2133;4277;4544
43918;N01;ASTRA MOTOR DENPASAR;H540;9028;1419;7795;5434;8099
42188;R5Z;ASTRA MOTOR SAMARINDA;H800;7016;5536;1159;1858;217
42569;N01;ASTRA MOTOR DENPASAR;H540;4864;6478;5936;5389;3485
42776;W01;ASTRA MOTOR MAKASSAR;H760;6536;4106;6982;3409;3213
43128;Q01;ASTRA MOTOR PONTIANAK;H720;1041;9938;5155;3183;2993
43922;Z11;ASTRA MOTOR JAYAPURA;H790;4867;8240;2252;6689;1058
44357;L01;ASTRA MOTOR YOGYAKARTA;H360;3025;7448;2794;6405;2185
42876;G01;ASTRA MOTOR PALEMBANG;H600;6254;2525;997;6418;4087
42744;Z11;ASTRA MOTOR JAYAPURA;H790;66;2475;1550;1063;1910
42861;Q01;ASTRA MOTOR PONTIANAK;H720;1895;6300;764;9984;418
44399;R5Z;ASTRA MOTOR SAMARINDA;H800;7904;9315;5064;409;8458
43891;N02;ASTRA MOTOR MATARAM;H530;2933;1706;8317;7107;5163
42491;N01;ASTRA MOTOR DENPASAR;H540;1534;5035;7834;7461;7600
44660;G01;ASTRA MOTOR PALEMBANG;H600;4384;3030;5028;8292;4582
42471;N01;ASTRA MOTOR DENPASAR;H540;1870;7672;1687;3027;3923
44436;K0Z;ASTRA MOTOR SEMARANG;H350;2527;1514;8554;7903;9093
42864;Q01;ASTRA MOTOR PONTIANAK;H720;6491;3541;6413;6039;5507
42703;G01;ASTRA MOTOR PALEMBANG;H600;5103;8817;5604;617;1903
42187;R5Z;ASTRA MOTOR SAMARINDA;H800;8271;7487;1098;6477;2619
44603;L01;ASTRA MOTOR YOGYAKARTA;H360;6504;3051;4935;8234;5259
42038;G02;ASTRA MOTOR BENGKULU;H650;130;7613;7457;8852;4351
42666;Q01;ASTRA MOTOR PONTIANAK;H720;6196;1137;1689;8532;908
42629;L01;ASTRA MOTOR YOGYAKARTA;H360;4437;9231;7601;4662;6097
42625;R5Z;ASTRA MOTOR SAMARINDA;H800;7407;5010;4987;9508;4940
42610;N01;ASTRA MOTOR DENPASAR;H540;2116;913;9415;5097;342
44221;N01;ASTRA MOTOR DENPASAR;H540;1286;7626;4921;1817;7363
43944;Q01;ASTRA MOTOR PONTIANAK;H720;1222;7143;1246;3103;5674
44280;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3209;8442;1050;9992;1641
45170;Z11;ASTRA MOTOR JAYAPURA;H790;5611;3864;65;5227;2666
45234;Z11;ASTRA MOTOR JAYAPURA;H790;6113;1927;2199;1140;3810
42885;L01;ASTRA MOTOR YOGYAKARTA;H360;828;6095;2512;3491;6550
43276;Z11;ASTRA MOTOR JAYAPURA;H790;8706;62;8079;5054;1905
42491;R5Z;ASTRA MOTOR SAMARINDA;H800;7936;5002;827;5709;1215
43200;K0Z;ASTRA MOTOR SEMARANG;H350;3091;2039;7773;3161;2381
44862;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6361;7772;7939;5871;9484
44289;W01;ASTRA MOTOR MAKASSAR;H760;2590;5052;4179;6885;7287
42049;N02;ASTRA MOTOR MATARAM;H530;4571;6491;6852;2556;1789
42401;W01;ASTRA MOTOR MAKASSAR;H760;7689;9146;8078;659;4111
43029;Q01;ASTRA MOTOR PONTIANAK;H720;727;5362;2066;5762;4048
43586;G01;ASTRA MOTOR PALEMBANG;H600;8783;5119;5869;1408;2458
44935;N01;ASTRA MOTOR DENPASAR;H540;1319;1806;6907;8545;8690
44925;R5Z;ASTRA MOTOR SAMARINDA;H800;2124;2116;6166;495;4315
43428;W01;ASTRA MOTOR MAKASSAR;H760;8860;7849;8564;5332;6552
43920;N01;ASTRA MOTOR DENPASAR;H540;5728;854;9306;6745;3176
45063;R5Z;ASTRA MOTOR SAMARINDA;H800;1235;6175;8032;6953;432
44547;Z11;ASTRA MOTOR JAYAPURA;H790;7737;122;1399;3222;5710
44738;G01;ASTRA MOTOR PALEMBANG;H600;3144;655;6672;5574;7988
42617;W01;ASTRA MOTOR MAKASSAR;H760;2202;1565;3723;2325;8466
42568;G02;ASTRA MOTOR BENGKULU;H650;5328;6278;4294;9085;8662
44680;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5755;4834;1944;3326;3974
43628;K0Z;ASTRA MOTOR SEMARANG;H350;6111;5895;3125;4004;2577
42635;N01;ASTRA MOTOR DENPASAR;H540;1714;4840;6835;3444;9517
44013;N01;ASTRA MOTOR DENPASAR;H540;4201;4394;4261;7888;372
45187;K0Z;ASTRA MOTOR SEMARANG;H350;1987;6137;2436;5200;2104
42110;Z11;ASTRA MOTOR JAYAPURA;H790;545;3673;1877;9124;614
42816;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5793;3621;1724;5067;5977
43648;Z11;ASTRA MOTOR JAYAPURA;H790;1170;2932;1221;1191;1391
44989;Z11;ASTRA MOTOR JAYAPURA;H790;4975;4304;4573;3016;2070
44929;W01;ASTRA MOTOR MAKASSAR;H760;43;7757;4625;9830;453
44340;Q01;ASTRA MOTOR PONTIANAK;H720;4567;3115;7459;3916;7147
43360;R5Z;ASTRA MOTOR SAMARINDA;H800;4283;6806;1567;8811;6524
44447;N01;ASTRA MOTOR DENPASAR;H540;5269;5267;1862;8210;9780
43335;G01;ASTRA MOTOR PALEMBANG;H600;9605;7782;4371;145;8613
45196;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7047;4661;3;9264;274
44400;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4326;7876;5622;8342;6983
43169;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8971;8073;4269;4528;4113
43252;L01;ASTRA MOTOR YOGYAKARTA;H360;170;9672;2924;1257;9441
44313;Q01;ASTRA MOTOR PONTIANAK;H720;3454;9634;568;80;8694
43856;W01;ASTRA MOTOR MAKASSAR;H760;4533;5974;2425;16;8960
42314;Z11;ASTRA MOTOR JAYAPURA;H790;8353;3203;7103;9011;8408
44503;Q01;ASTRA MOTOR PONTIANAK;H720;9131;9440;6720;6711;7890
43775;G01;ASTRA MOTOR PALEMBANG;H600;5114;2853;168;3367;7903
44096;W01;ASTRA MOTOR MAKASSAR;H760;6952;9969;3396;9901;1129
43956;G02;ASTRA MOTOR BENGKULU;H650;8113;1010;6187;8475;8626
42856;Z11;ASTRA MOTOR JAYAPURA;H790;4934;6213;7128;4408;973
42967;K0Z;ASTRA MOTOR SEMARANG;H350;1907;6751;3494;3032;561
42646;L01;ASTRA MOTOR YOGYAKARTA;H360;3159;2485;5914;8748;5120
42433;W01;ASTRA MOTOR MAKASSAR;H760;6649;9482;675;2501;5484
43381;R5Z;ASTRA MOTOR SAMARINDA;H800;4033;3458;3488;5509;6675
44807;N01;ASTRA MOTOR DENPASAR;H540;1793;8367;8592;8573;9427
43804;R5Z;ASTRA MOTOR SAMARINDA;H800;1498;2357;8992;1944;9869
45126;W01;ASTRA MOTOR MAKASSAR;H760;9274;7025;10000;6164;9741
42290;G01;ASTRA MOTOR PALEMBANG;H600;354;2506;7332;4781;4777
42372;N02;ASTRA MOTOR MATARAM;H530;7429;9077;1923;5544;7671
44536;G02;ASTRA MOTOR BENGKULU;H650;3210;7046;6592;6698;8206
42167;K0Z;ASTRA MOTOR SEMARANG;H350;5069;1880;8124;8788;928
44531;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4105;667;5160;88;2878
42148;G01;ASTRA MOTOR PALEMBANG;H600;2178;2759;6194;7523;3282
44928;R5Z;ASTRA MOTOR SAMARINDA;H800;599;5387;7781;3098;793
44480;G02;ASTRA MOTOR BENGKULU;H650;7528;5417;6576;8526;4172
42994;G01;ASTRA MOTOR PALEMBANG;H600;4943;3607;825;9807;5272
43985;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4317;3765;8031;9746;8741
43459;K0Z;ASTRA MOTOR SEMARANG;H350;4495;4657;3838;7556;262
44442;Z11;ASTRA MOTOR JAYAPURA;H790;6084;6795;9655;5150;5372
45157;N01;ASTRA MOTOR DENPASAR;H540;8873;7267;9079;5043;2069
44312;Z11;ASTRA MOTOR JAYAPURA;H790;3767;9808;1287;9679;4524
44389;L01;ASTRA MOTOR YOGYAKARTA;H360;4758;7166;7307;7065;4973
